,Tokens,Scores,,,,,,,,,,,,,,,,
27601,'recognised.',-153.2,,,,,,,,,,,,,,,,
27602,'recognises',-220,,,,,,,,,,,,,,,,
27603,'recognises',40,,,,,,,,,,,,,,,,
27604,'recognises',-460,,,,,,,,,,,,,,,,
27605,'recognising',-420,,,,,,,,,,,,,,,,
27606,'recognising',-220,,,,,,,,,,,,,,,,
27607,'Recognising',-73.4,,,,,,,,,,,,,,,,
27608,'Recognising',-140,,,,,,,,,,,,,,,,
27609,'recognising',-140,,,,,,,,,,,,,,,,
27610,'Recognising',-60,,,,,,,,,,,,,,,,
27611,'recognition',140,,,,,,,,,,,,,,,,
27612,'recognition',-313.2,,,,,,,,,,,,,,,,
27613,'recognition',40,,,,,,,,,,,,,,,,
27614,'recognition',-44,,,,,,,,,,,,,,,,
27615,'recognition',-220,,,,,,,,,,,,,,,,
27616,'Recognition',-460,,,,,,,,,,,,,,,,
27617,'Recognition',-140,,,,,,,,,,,,,,,,
27618,'recognition',-140,,,,,,,,,,,,,,,,
27619,'recognition',-208.8,,,,,,,,,,,,,,,,
27620,'recognition',-300,,,,,,,,,,,,,,,,
27621,'recognition',-300,,,,,,,,,,,,,,,,
27622,"'recognition),'",140,,,,,,,,,,,,,,,,
27623,'Recognition.',-460,,,,,,,,,,,,,,,,
27624,'recognition.',-460,,,,,,,,,,,,,,,,
27625,'recognized',-340,,,,,,,,,,,,,,,,
27626,'recognized',-291,,,,,,,,,,,,,,,,
27627,'recommend',-100,,,,,,,,,,,,,,,,
27628,'recommendations',-460,,,,,,,,,,,,,,,,
27629,'recommendations',-400,,,,,,,,,,,,,,,,
27630,'reconfigurable',-220,,,,,,,,,,,,,,,,
27631,'reconfigurable',100,,,,,,,,,,,,,,,,
27632,'reconstructive',-268,,,,,,,,,,,,,,,,
27633,'record',-340,,,,,,,,,,,,,,,,
27634,'record',-100,,,,,,,,,,,,,,,,
27635,'record',-44,,,,,,,,,,,,,,,,
27636,'record',-244,,,,,,,,,,,,,,,,
27637,'record',-326.6,,,,,,,,,,,,,,,,
27638,'record',-220,,,,,,,,,,,,,,,,
27639,'record',166.9,,,,,,,,,,,,,,,,
27640,'record',-300,,,,,,,,,,,,,,,,
27641,'record',-60,,,,,,,,,,,,,,,,
27642,'recording',-500,,,,,,,,,,,,,,,,
27643,'recording',-313.2,,,,,,,,,,,,,,,,
27644,'recording',-73.4,,,,,,,,,,,,,,,,
27645,'recording',60,,,,,,,,,,,,,,,,
27646,"'recording,'",-313.2,,,,,,,,,,,,,,,,
27647,'records',-60,,,,,,,,,,,,,,,,
27648,'recovered.',140,,,,,,,,,,,,,,,,
27649,'RecoveryHuo ',166.9,,,,,,,,,,,,,,,,
27650,'recruit',-44,,,,,,,,,,,,,,,,
27651,'recruit',-153.2,,,,,,,,,,,,,,,,
27652,'recruited',40,,,,,,,,,,,,,,,,
27653,'recruited',-73.4,,,,,,,,,,,,,,,,
27654,'recruited',-20,,,,,,,,,,,,,,,,
27655,'recruited',-153.2,,,,,,,,,,,,,,,,
27656,'recruiting',-220,,,,,,,,,,,,,,,,
27657,'recruitment',-193.2,,,,,,,,,,,,,,,,
27658,'recruitment',-220,,,,,,,,,,,,,,,,
27659,'recruitment',-44,,,,,,,,,,,,,,,,
27660,'recruitment',-153.2,,,,,,,,,,,,,,,,
27661,"'recruitment,'",-193.2,,,,,,,,,,,,,,,,
27662,"'recruitment,'",-291,,,,,,,,,,,,,,,,
27663,"'recruitment,'",100,,,,,,,,,,,,,,,,
27664,'recyclable',-300,,,,,,,,,,,,,,,,
27665,'recycling',-420,,,,,,,,,,,,,,,,
27666,'recycling',140,,,,,,,,,,,,,,,,
27667,'recycling',-208.8,,,,,,,,,,,,,,,,
27668,'recycling.',140,,,,,,,,,,,,,,,,
27669,'Red',-20,,,,,,,,,,,,,,,,
27670,'reduce',-420,,,,,,,,,,,,,,,,
27671,'reduce',-340,,,,,,,,,,,,,,,,
27672,'reduce',-313.2,,,,,,,,,,,,,,,,
27673,'reduce',-44,,,,,,,,,,,,,,,,
27674,'reduce',-60,,,,,,,,,,,,,,,,
27675,'reduce',60,,,,,,,,,,,,,,,,
27676,'reduced',140,,,,,,,,,,,,,,,,
27677,'reduced',-44,,,,,,,,,,,,,,,,
27678,'reduced',-460,,,,,,,,,,,,,,,,
27679,'reduced',-291,,,,,,,,,,,,,,,,
27680,'reduced',-100,,,,,,,,,,,,,,,,
27681,'reduced',-300,,,,,,,,,,,,,,,,
27682,'reduced',-300,,,,,,,,,,,,,,,,
27683,'reduced',-153.2,,,,,,,,,,,,,,,,
27684,'reduced-cost',-100,,,,,,,,,,,,,,,,
27685,'reduced-switch-count',-100,,,,,,,,,,,,,,,,
27686,'reduces',-60,,,,,,,,,,,,,,,,
27687,'reducing',-420,,,,,,,,,,,,,,,,
27688,'reducing',140,,,,,,,,,,,,,,,,
27689,'reducing',-340,,,,,,,,,,,,,,,,
27690,'Reducing',-326.6,,,,,,,,,,,,,,,,
27691,'reducing',-73.4,,,,,,,,,,,,,,,,
27692,'reducing',-100,,,,,,,,,,,,,,,,
27693,'reducing',-60,,,,,,,,,,,,,,,,
27694,'reduction',-420,,,,,,,,,,,,,,,,
27695,'reduction',140,,,,,,,,,,,,,,,,
27696,'Reduction',-340,,,,,,,,,,,,,,,,
27697,'reduction',-171.2,,,,,,,,,,,,,,,,
27698,'reduction',-100,,,,,,,,,,,,,,,,
27699,'reduction',-208.8,,,,,,,,,,,,,,,,
27700,'reduction',100,,,,,,,,,,,,,,,,
27701,'reduction',-60,,,,,,,,,,,,,,,,
27702,'reductions',-100,,,,,,,,,,,,,,,,
27703,'reductions',-268,,,,,,,,,,,,,,,,
27704,'reductions',-193.4,,,,,,,,,,,,,,,,
27705,'Reductions',-171.2,,,,,,,,,,,,,,,,
27706,'reductions',-208.8,,,,,,,,,,,,,,,,
27707,'reductions)',-420,,,,,,,,,,,,,,,,
27708,'Redundancy',-171.2,,,,,,,,,,,,,,,,
27709,'REE',-220,,,,,,,,,,,,,,,,
27710,'Reed',-268,,,,,,,,,,,,,,,,
27711,'reer',-340,,,,,,,,,,,,,,,,
27712,'Reeves',100,,,,,,,,,,,,,,,,
27713,'REF',-193.2,,,,,,,,,,,,,,,,
27714,'REF',-220,,,,,,,,,,,,,,,,
27715,'REF',140,,,,,,,,,,,,,,,,
27716,'REF',-313.2,,,,,,,,,,,,,,,,
27717,'REF',-44,,,,,,,,,,,,,,,,
27718,'REF',-220,,,,,,,,,,,,,,,,
27719,'REF',-460,,,,,,,,,,,,,,,,
27720,'REF',-400,,,,,,,,,,,,,,,,
27721,'REF',166.9,,,,,,,,,,,,,,,,
27722,'REF',-300,,,,,,,,,,,,,,,,
27723,'REF',-60,,,,,,,,,,,,,,,,
27724,'REF',-291,,,,,,,,,,,,,,,,
27725,'REF',-100,,,,,,,,,,,,,,,,
27726,'REF',-60,,,,,,,,,,,,,,,,
27727,'REF',-208.8,,,,,,,,,,,,,,,,
27728,'REF',100,,,,,,,,,,,,,,,,
27729,'REF',-153.2,,,,,,,,,,,,,,,,
27730,'REF.',-400,,,,,,,,,,,,,,,,
27731,'ref.',60,,,,,,,,,,,,,,,,
27732,'REF2014',-244,,,,,,,,,,,,,,,,
27733,'REF2014',-400,,,,,,,,,,,,,,,,
27734,'REF3a',-44,,,,,,,,,,,,,,,,
27735,'REF3b(1));',166.9,,,,,,,,,,,,,,,,
27736,"'REF3b(1),'",166.9,,,,,,,,,,,,,,,,
27737,'REF3b(2)).',166.9,,,,,,,,,,,,,,,,
27738,'REF3b(3)',166.9,,,,,,,,,,,,,,,,
27739,'REF3b(3));',166.9,,,,,,,,,,,,,,,,
27740,'REF3b(4)',166.9,,,,,,,,,,,,,,,,
27741,'REF3b(4));',166.9,,,,,,,,,,,,,,,,
27742,'REF4',-60,,,,,,,,,,,,,,,,
27743,'REF5).',-291,,,,,,,,,,,,,,,,
27744,'REF5);',-340,,,,,,,,,,,,,,,,
27745,"'REF5,'",-340,,,,,,,,,,,,,,,,
27746,"'REF5,'",40,,,,,,,,,,,,,,,,
27747,'REF5.',40,,,,,,,,,,,,,,,,
27748,'REF5e)',166.9,,,,,,,,,,,,,,,,
27749,'referenced',100,,,,,,,,,,,,,,,,
27750,'refining',140,,,,,,,,,,,,,,,,
27751,'refining',-60,,,,,,,,,,,,,,,,
27752,'reflect',-44,,,,,,,,,,,,,,,,
27753,'reflect',-244,,,,,,,,,,,,,,,,
27754,'reflect',-460,,,,,,,,,,,,,,,,
27755,'reflected',40,,,,,,,,,,,,,,,,
27756,'reflected',60,,,,,,,,,,,,,,,,
27757,'reflected',-153.2,,,,,,,,,,,,,,,,
27758,'reflecting',-313.2,,,,,,,,,,,,,,,,
27759,'reflecting',-268,,,,,,,,,,,,,,,,
27760,'reflects',140,,,,,,,,,,,,,,,,
27761,'reflects',-220,,,,,,,,,,,,,,,,
27762,'reflects',166.9,,,,,,,,,,,,,,,,
27763,'reflects',100,,,,,,,,,,,,,,,,
27764,'refocusing',-340,,,,,,,,,,,,,,,,
27765,'refurbished',-206.8,,,,,,,,,,,,,,,,
27766,'refute',140,,,,,,,,,,,,,,,,
27767,'regard',-220,,,,,,,,,,,,,,,,
27768,'regard',-60,,,,,,,,,,,,,,,,
27769,'regarded',-420,,,,,,,,,,,,,,,,
27770,'regeneration',-100,,,,,,,,,,,,,,,,
27771,'Regenerative',-100,,,,,,,,,,,,,,,,
27772,'regenerative',-100,,,,,,,,,,,,,,,,
27773,'regenerative',-208.8,,,,,,,,,,,,,,,,
27774,'Regeneris',-244,,,,,,,,,,,,,,,,
27775,'region',140,,,,,,,,,,,,,,,,
27776,'region',-44,,,,,,,,,,,,,,,,
27777,'region',-73.4,,,,,,,,,,,,,,,,
27778,"'region,'",-326.6,,,,,,,,,,,,,,,,
27779,"'region,'",-460,,,,,,,,,,,,,,,,
27780,'region.',-220,,,,,,,,,,,,,,,,
27781,'Regional',140,,,,,,,,,,,,,,,,
27782,'regional',140,,,,,,,,,,,,,,,,
27783,'Regional',-313.2,,,,,,,,,,,,,,,,
27784,'regional',-313.2,,,,,,,,,,,,,,,,
27785,'regional',-44,,,,,,,,,,,,,,,,
27786,'Regional',-220,,,,,,,,,,,,,,,,
27787,'Regional',-73.4,,,,,,,,,,,,,,,,
27788,'regional',60,,,,,,,,,,,,,,,,
27789,'regional',-300,,,,,,,,,,,,,,,,
27790,'regional',-300,,,,,,,,,,,,,,,,
27791,'Regional',-153.2,,,,,,,,,,,,,,,,
27792,"'regional,'",140,,,,,,,,,,,,,,,,
27793,'Regions',-400,,,,,,,,,,,,,,,,
27794,'Register',-500,,,,,,,,,,,,,,,,
27795,'Register',-460,,,,,,,,,,,,,,,,
27796,'Register',-20,,,,,,,,,,,,,,,,
27797,'Register).',-20,,,,,,,,,,,,,,,,
27798,"'Register,'",-20,,,,,,,,,,,,,,,,
27799,'registered',-460,,,,,,,,,,,,,,,,
27800,'registrable',140,,,,,,,,,,,,,,,,
27801,'registration',40,,,,,,,,,,,,,,,,
27802,'regular',-206.8,,,,,,,,,,,,,,,,
27803,'regular',-193.2,,,,,,,,,,,,,,,,
27804,'regular',140,,,,,,,,,,,,,,,,
27805,'regular',40,,,,,,,,,,,,,,,,
27806,'regular',-44,,,,,,,,,,,,,,,,
27807,'regular',-244,,,,,,,,,,,,,,,,
27808,'regular',-460,,,,,,,,,,,,,,,,
27809,'regular',166.9,,,,,,,,,,,,,,,,
27810,'regular',-300,,,,,,,,,,,,,,,,
27811,'regular',-60,,,,,,,,,,,,,,,,
27812,'regular',-171.2,,,,,,,,,,,,,,,,
27813,'regular',-100,,,,,,,,,,,,,,,,
27814,'regular',-60,,,,,,,,,,,,,,,,
27815,'regularly',-193.2,,,,,,,,,,,,,,,,
27816,'regularly',140,,,,,,,,,,,,,,,,
27817,'Regularly',40,,,,,,,,,,,,,,,,
27818,'regularly',-44,,,,,,,,,,,,,,,,
27819,'regularly',-460,,,,,,,,,,,,,,,,
27820,'regularly',-193.4,,,,,,,,,,,,,,,,
27821,'regularly',0,,,,,,,,,,,,,,,,
27822,'regularly',-60,,,,,,,,,,,,,,,,
27823,'regularly',-100,,,,,,,,,,,,,,,,
27824,'regularly',-208.8,,,,,,,,,,,,,,,,
27825,'regularly',-153.2,,,,,,,,,,,,,,,,
27826,'Regulation',-420,,,,,,,,,,,,,,,,
27827,"'regulation,'",-73.4,,,,,,,,,,,,,,,,
27828,"'Regulation,'",-20,,,,,,,,,,,,,,,,
27829,'regulations.',-400,,,,,,,,,,,,,,,,
27830,"'regulator,'",-400,,,,,,,,,,,,,,,,
27831,'Regulators',-140,,,,,,,,,,,,,,,,
27832,'regulators',-140,,,,,,,,,,,,,,,,
27833,'Regulators',100,,,,,,,,,,,,,,,,
27834,'regulators',100,,,,,,,,,,,,,,,,
27835,"'regulators,'",-326.6,,,,,,,,,,,,,,,,
27836,'Regulatory',-400,,,,,,,,,,,,,,,,
27837,'Regulatory',100,,,,,,,,,,,,,,,,
27838,'regulatory',100,,,,,,,,,,,,,,,,
27839,'regulatory',-60,,,,,,,,,,,,,,,,
27840,'rehabilitation',-244,,,,,,,,,,,,,,,,
27841,'Re-Identification',-291,,,,,,,,,,,,,,,,
27842,'reinforce',-44,,,,,,,,,,,,,,,,
27843,'reinforce',60,,,,,,,,,,,,,,,,
27844,'reinforces',-460,,,,,,,,,,,,,,,,
27845,'Reiss',-291,,,,,,,,,,,,,,,,
27846,"'Reiss,'",-291,,,,,,,,,,,,,,,,
27847,'Reiss:',-291,,,,,,,,,,,,,,,,
27848,'related',-206.8,,,,,,,,,,,,,,,,
27849,'related',-220,,,,,,,,,,,,,,,,
27850,'related',-220,,,,,,,,,,,,,,,,
27851,'related',-313.2,,,,,,,,,,,,,,,,
27852,'related',40,,,,,,,,,,,,,,,,
27853,'related',-268,,,,,,,,,,,,,,,,
27854,'related',-244,,,,,,,,,,,,,,,,
27855,'related',0,,,,,,,,,,,,,,,,
27856,'related',-20,,,,,,,,,,,,,,,,
27857,'related',-291,,,,,,,,,,,,,,,,
27858,'related',-171.2,,,,,,,,,,,,,,,,
27859,'related',-208.8,,,,,,,,,,,,,,,,
27860,'related',100,,,,,,,,,,,,,,,,
27861,'related',60,,,,,,,,,,,,,,,,
27862,"'related,'",-60,,,,,,,,,,,,,,,,
27863,'relates',-326.6,,,,,,,,,,,,,,,,
27864,'relates',-460,,,,,,,,,,,,,,,,
27865,'relates',-400,,,,,,,,,,,,,,,,
27866,'relates',166.9,,,,,,,,,,,,,,,,
27867,'relating',-206.8,,,,,,,,,,,,,,,,
27868,'relating',-460,,,,,,,,,,,,,,,,
27869,'relating',-140,,,,,,,,,,,,,,,,
27870,'relating',-300,,,,,,,,,,,,,,,,
27871,'relating',-300,,,,,,,,,,,,,,,,
27872,'relation',40,,,,,,,,,,,,,,,,
27873,'relation',166.9,,,,,,,,,,,,,,,,
27874,'relation',-20,,,,,,,,,,,,,,,,
27875,'relation',-100,,,,,,,,,,,,,,,,
27876,'relation',-300,,,,,,,,,,,,,,,,
27877,'relation',-300,,,,,,,,,,,,,,,,
27878,'relations',140,,,,,,,,,,,,,,,,
27879,'Relations',166.9,,,,,,,,,,,,,,,,
27880,'Relations',-300,,,,,,,,,,,,,,,,
27881,'relations',-300,,,,,,,,,,,,,,,,
27882,'Relations',-291,,,,,,,,,,,,,,,,
27883,'Relations',-171.2,,,,,,,,,,,,,,,,
27884,"'Relations,'",-291,,,,,,,,,,,,,,,,
27885,'relations:',-291,,,,,,,,,,,,,,,,
27886,'Relationship',-206.8,,,,,,,,,,,,,,,,
27887,'Relationship',-193.2,,,,,,,,,,,,,,,,
27888,'Relationship',-220,,,,,,,,,,,,,,,,
27889,'relationship',-220,,,,,,,,,,,,,,,,
27890,'Relationship',-220,,,,,,,,,,,,,,,,
27891,'Relationship',-420,,,,,,,,,,,,,,,,
27892,'relationship',-420,,,,,,,,,,,,,,,,
27893,'Relationship',140,,,,,,,,,,,,,,,,
27894,'Relationship',140,,,,,,,,,,,,,,,,
27895,'Relationship',-500,,,,,,,,,,,,,,,,
27896,'Relationship',-340,,,,,,,,,,,,,,,,
27897,'Relationship',-313.2,,,,,,,,,,,,,,,,
27898,'relationship',-313.2,,,,,,,,,,,,,,,,
27899,'Relationship',-100,,,,,,,,,,,,,,,,
27900,'Relationship',40,,,,,,,,,,,,,,,,
27901,'relationship',40,,,,,,,,,,,,,,,,
27902,'Relationship',-268,,,,,,,,,,,,,,,,
27903,'Relationship',-44,,,,,,,,,,,,,,,,
27904,'relationship',-44,,,,,,,,,,,,,,,,
27905,'Relationship',-244,,,,,,,,,,,,,,,,
27906,'Relationship',-326.6,,,,,,,,,,,,,,,,
27907,'Relationship',-220,,,,,,,,,,,,,,,,
27908,'relationship',-220,,,,,,,,,,,,,,,,
27909,'Relationship',-73.4,,,,,,,,,,,,,,,,
27910,'Relationship',-460,,,,,,,,,,,,,,,,
27911,'relationship',-460,,,,,,,,,,,,,,,,
27912,'Relationship',-400,,,,,,,,,,,,,,,,
27913,'relationship',-400,,,,,,,,,,,,,,,,
27914,'Relationship',-140,,,,,,,,,,,,,,,,
27915,'relationship',-140,,,,,,,,,,,,,,,,
27916,'Relationship',-193.4,,,,,,,,,,,,,,,,
27917,'relationship',-193.4,,,,,,,,,,,,,,,,
27918,'Relationship',0,,,,,,,,,,,,,,,,
27919,'relationship',0,,,,,,,,,,,,,,,,
27920,'Relationship',166.9,,,,,,,,,,,,,,,,
27921,'Relationship',-300,,,,,,,,,,,,,,,,
27922,'Relationship',-60,,,,,,,,,,,,,,,,
27923,'Relationship',-20,,,,,,,,,,,,,,,,
27924,'relationship',-20,,,,,,,,,,,,,,,,
27925,'Relationship',-291,,,,,,,,,,,,,,,,
27926,'Relationship',-171.2,,,,,,,,,,,,,,,,
27927,'relationship',-171.2,,,,,,,,,,,,,,,,
27928,'Relationship',-100,,,,,,,,,,,,,,,,
27929,'Relationship',-60,,,,,,,,,,,,,,,,
27930,'Relationship',-208.8,,,,,,,,,,,,,,,,
27931,'relationship',-208.8,,,,,,,,,,,,,,,,
27932,'RELATIONSHIP',100,,,,,,,,,,,,,,,,
27933,'Relationship',60,,,,,,,,,,,,,,,,
27934,'relationship',60,,,,,,,,,,,,,,,,
27935,'Relationship',-60,,,,,,,,,,,,,,,,
27936,'Relationship',-300,,,,,,,,,,,,,,,,
27937,'Relationship',-300,,,,,,,,,,,,,,,,
27938,'Relationship',-153.2,,,,,,,,,,,,,,,,
27939,'relationship',-153.2,,,,,,,,,,,,,,,,
27940,'relationship.',140,,,,,,,,,,,,,,,,
27941,'relationship.',-44,,,,,,,,,,,,,,,,
27942,'Relationships',-206.8,,,,,,,,,,,,,,,,
27943,'relationships',-206.8,,,,,,,,,,,,,,,,
27944,'relationships',-193.2,,,,,,,,,,,,,,,,
27945,'relationships',-220,,,,,,,,,,,,,,,,
27946,'relationships',-220,,,,,,,,,,,,,,,,
27947,'relationships',-420,,,,,,,,,,,,,,,,
27948,'relationships',140,,,,,,,,,,,,,,,,
27949,'relationships',140,,,,,,,,,,,,,,,,
27950,'relationships',-340,,,,,,,,,,,,,,,,
27951,'relationships',-313.2,,,,,,,,,,,,,,,,
27952,'relationships',-100,,,,,,,,,,,,,,,,
27953,'relationships',40,,,,,,,,,,,,,,,,
27954,'relationships',-268,,,,,,,,,,,,,,,,
27955,'relationships',-44,,,,,,,,,,,,,,,,
27956,'relationships',-244,,,,,,,,,,,,,,,,
27957,'relationships',-326.6,,,,,,,,,,,,,,,,
27958,'relationships',-73.4,,,,,,,,,,,,,,,,
27959,'relationships',-460,,,,,,,,,,,,,,,,
27960,'relationships',-140,,,,,,,,,,,,,,,,
27961,'relationships',166.9,,,,,,,,,,,,,,,,
27962,'relationships',-60,,,,,,,,,,,,,,,,
27963,'relationships',-20,,,,,,,,,,,,,,,,
27964,'relationships',-291,,,,,,,,,,,,,,,,
27965,'relationships',-171.2,,,,,,,,,,,,,,,,
27966,'relationships',-100,,,,,,,,,,,,,,,,
27967,'relationships',-60,,,,,,,,,,,,,,,,
27968,'relationships',-208.8,,,,,,,,,,,,,,,,
27969,'relationships',60,,,,,,,,,,,,,,,,
27970,'relationships',-300,,,,,,,,,,,,,,,,
27971,'relationships',-300,,,,,,,,,,,,,,,,
27972,'relationships',-153.2,,,,,,,,,,,,,,,,
27973,"'relationships,'",-206.8,,,,,,,,,,,,,,,,
27974,"'relationships,'",-220,,,,,,,,,,,,,,,,
27975,"'relationships,'",-420,,,,,,,,,,,,,,,,
27976,"'relationships,'",-268,,,,,,,,,,,,,,,,
27977,'relationships.',-193.2,,,,,,,,,,,,,,,,
27978,'relationships.',40,,,,,,,,,,,,,,,,
27979,'relationships.',-460,,,,,,,,,,,,,,,,
27980,'relationships.',-171.2,,,,,,,,,,,,,,,,
27981,'relationships.',60,,,,,,,,,,,,,,,,
27982,'Relationships:',-206.8,,,,,,,,,,,,,,,,
27983,'relatively',-420,,,,,,,,,,,,,,,,
27984,'relatively',60,,,,,,,,,,,,,,,,
27985,'relatively',-153.2,,,,,,,,,,,,,,,,
27986,'release',-300,,,,,,,,,,,,,,,,
27987,'release);',166.9,,,,,,,,,,,,,,,,
27988,"'release,'",-244,,,,,,,,,,,,,,,,
27989,'released',-291,,,,,,,,,,,,,,,,
27990,'releases',166.9,,,,,,,,,,,,,,,,
27991,'releases',-300,,,,,,,,,,,,,,,,
27992,"'releases,'",-291,,,,,,,,,,,,,,,,
27993,'releases.',40,,,,,,,,,,,,,,,,
27994,'releasing',-73.4,,,,,,,,,,,,,,,,
27995,'relevance',-420,,,,,,,,,,,,,,,,
27996,'relevance',-460,,,,,,,,,,,,,,,,
27997,'relevance',-140,,,,,,,,,,,,,,,,
27998,'relevance',-20,,,,,,,,,,,,,,,,
27999,'relevance',-171.2,,,,,,,,,,,,,,,,
28000,'relevance',-100,,,,,,,,,,,,,,,,
28001,'relevance',-60,,,,,,,,,,,,,,,,
28002,'relevance',-208.8,,,,,,,,,,,,,,,,
28003,'relevance',100,,,,,,,,,,,,,,,,
28004,"'relevance,'",140,,,,,,,,,,,,,,,,
28005,'relevant',-206.8,,,,,,,,,,,,,,,,
28006,'relevant',-193.2,,,,,,,,,,,,,,,,
28007,'relevant',140,,,,,,,,,,,,,,,,
28008,'relevant',-340,,,,,,,,,,,,,,,,
28009,'relevant',40,,,,,,,,,,,,,,,,
28010,'relevant',-44,,,,,,,,,,,,,,,,
28011,'relevant',-244,,,,,,,,,,,,,,,,
28012,'relevant',-326.6,,,,,,,,,,,,,,,,
28013,'relevant',-73.4,,,,,,,,,,,,,,,,
28014,'relevant',-460,,,,,,,,,,,,,,,,
28015,'relevant',-400,,,,,,,,,,,,,,,,
28016,'relevant',0,,,,,,,,,,,,,,,,
28017,'relevant',166.9,,,,,,,,,,,,,,,,
28018,'Relevant',-300,,,,,,,,,,,,,,,,
28019,'relevant',-300,,,,,,,,,,,,,,,,
28020,'relevant',-60,,,,,,,,,,,,,,,,
28021,'relevant',-20,,,,,,,,,,,,,,,,
28022,'relevant',-171.2,,,,,,,,,,,,,,,,
28023,'relevant',-100,,,,,,,,,,,,,,,,
28024,'Relevant',-208.8,,,,,,,,,,,,,,,,
28025,'relevant',-208.8,,,,,,,,,,,,,,,,
28026,'relevant',60,,,,,,,,,,,,,,,,
28027,'relevant',-60,,,,,,,,,,,,,,,,
28028,'relevant',-153.2,,,,,,,,,,,,,,,,
28029,'reliability',140,,,,,,,,,,,,,,,,
28030,'reliability',-500,,,,,,,,,,,,,,,,
28031,'reliability',-100,,,,,,,,,,,,,,,,
28032,'Reliability',-300,,,,,,,,,,,,,,,,
28033,'Reliability',-300,,,,,,,,,,,,,,,,
28034,'reliability.',-500,,,,,,,,,,,,,,,,
28035,'reliability.',-220,,,,,,,,,,,,,,,,
28036,'Reliability;',166.9,,,,,,,,,,,,,,,,
28037,'Reliable',-460,,,,,,,,,,,,,,,,
28038,'relief',-44,,,,,,,,,,,,,,,,
28039,'re-located',60,,,,,,,,,,,,,,,,
28040,'rely',-420,,,,,,,,,,,,,,,,
28041,'rely',-100,,,,,,,,,,,,,,,,
28042,'rely',-60,,,,,,,,,,,,,,,,
28043,'remain',-420,,,,,,,,,,,,,,,,
28044,'remain',-44,,,,,,,,,,,,,,,,
28045,'remain',-220,,,,,,,,,,,,,,,,
28046,'remain',-460,,,,,,,,,,,,,,,,
28047,'remain',-140,,,,,,,,,,,,,,,,
28048,'remain',166.9,,,,,,,,,,,,,,,,
28049,'remains',-420,,,,,,,,,,,,,,,,
28050,'remains',140,,,,,,,,,,,,,,,,
28051,'remains',-44,,,,,,,,,,,,,,,,
28052,'remains',-244,,,,,,,,,,,,,,,,
28053,'remarkably',140,,,,,,,,,,,,,,,,
28054,'remarkably',-208.8,,,,,,,,,,,,,,,,
28055,'re-mineralisation.',-300,,,,,,,,,,,,,,,,
28056,'remit',-193.2,,,,,,,,,,,,,,,,
28057,'remit',140,,,,,,,,,,,,,,,,
28058,'remit',-313.2,,,,,,,,,,,,,,,,
28059,'remit',-291,,,,,,,,,,,,,,,,
28060,'remit',-60,,,,,,,,,,,,,,,,
28061,'remit',-153.2,,,,,,,,,,,,,,,,
28062,'remote',-140,,,,,,,,,,,,,,,,
28063,'remote',-100,,,,,,,,,,,,,,,,
28064,'removed',140,,,,,,,,,,,,,,,,
28065,'removed',-73.4,,,,,,,,,,,,,,,,
28066,'removed',-60,,,,,,,,,,,,,,,,
28067,'remunerated',-193.2,,,,,,,,,,,,,,,,
28068,'Ren].',-400,,,,,,,,,,,,,,,,
28069,'renew',40,,,,,,,,,,,,,,,,
28070,'Renewable',-400,,,,,,,,,,,,,,,,
28071,'renewable',-400,,,,,,,,,,,,,,,,
28072,'renewable',-300,,,,,,,,,,,,,,,,
28073,'Renewable',-171.2,,,,,,,,,,,,,,,,
28074,'renewables',-193.2,,,,,,,,,,,,,,,,
28075,'renewal',-420,,,,,,,,,,,,,,,,
28076,'renewed',40,,,,,,,,,,,,,,,,
28077,'Renishaw',-300,,,,,,,,,,,,,,,,
28078,'REO',-300,,,,,,,,,,,,,,,,
28079,'REO',-300,,,,,,,,,,,,,,,,
28080,'reorganised',-100,,,,,,,,,,,,,,,,
28081,'repeat',140,,,,,,,,,,,,,,,,
28082,'repeat',-140,,,,,,,,,,,,,,,,
28083,'repetition',-220,,,,,,,,,,,,,,,,
28084,"'RepKnight,'",-60,,,,,,,,,,,,,,,,
28085,'replace',60,,,,,,,,,,,,,,,,
28086,'replacement',-60,,,,,,,,,,,,,,,,
28087,"'replacements,'",166.9,,,,,,,,,,,,,,,,
28088,'replacing',60,,,,,,,,,,,,,,,,
28089,'report',-206.8,,,,,,,,,,,,,,,,
28090,'Report',-244,,,,,,,,,,,,,,,,
28091,'Report',-326.6,,,,,,,,,,,,,,,,
28092,'report',-100,,,,,,,,,,,,,,,,
28093,'report',-208.8,,,,,,,,,,,,,,,,
28094,'report',-300,,,,,,,,,,,,,,,,
28095,'report',-300,,,,,,,,,,,,,,,,
28096,'reported',-206.8,,,,,,,,,,,,,,,,
28097,'reported',166.9,,,,,,,,,,,,,,,,
28098,'reported',-300,,,,,,,,,,,,,,,,
28099,'reporting',-244,,,,,,,,,,,,,,,,
28100,'reporting',-73.4,,,,,,,,,,,,,,,,
28101,'reporting',-208.8,,,,,,,,,,,,,,,,
28102,'reports',-420,,,,,,,,,,,,,,,,
28103,'reports',-340,,,,,,,,,,,,,,,,
28104,'reports',-193.4,,,,,,,,,,,,,,,,
28105,'reports',166.9,,,,,,,,,,,,,,,,
28106,'reports',-100,,,,,,,,,,,,,,,,
28107,'reports',-60,,,,,,,,,,,,,,,,
28108,'reports;',166.9,,,,,,,,,,,,,,,,
